"timestamp","sensor.sigen_consumed_power","sensor.sigen_pv_power"
"2025-05-01T12:00:00.000Z","1.888","0"
"2025-05-01T13:00:00.000Z","1.374","0"
"2025-05-01T14:00:00.000Z","1.907","0"
"2025-05-01T15:00:00.000Z","1.066","0"
"2025-05-01T16:00:00.000Z","1.12","0"
"2025-05-01T17:00:00.000Z","1.2","0"
"2025-05-01T18:00:00.000Z","4.67","0.007"
"2025-05-01T19:00:00.000Z","6.874","0.152"
"2025-05-01T20:00:00.000Z","2.544","0.353"
"2025-05-01T21:00:00.000Z","3.187","0.64"
"2025-05-01T22:00:00.000Z","0.938","1.186"
"2025-05-01T23:00:00.000Z","0.752","1.183"
"2025-05-02T00:00:00.000Z","0.757","1.696"
"2025-05-02T01:00:00.000Z","0.666","1.84"
"2025-05-02T02:00:00.000Z","0.747","1.57"
"2025-05-02T03:00:00.000Z","4.598","1.211"
"2025-05-02T04:00:00.000Z","3.235","0.478"
"2025-05-02T05:00:00.000Z","3.294","0.134"
"2025-05-02T06:00:00.000Z","3.348","0.005"
"2025-05-02T07:00:00.000Z","4.34","0"
"2025-05-02T08:00:00.000Z","4.426","0"
"2025-05-02T09:00:00.000Z","4.684","0"
"2025-05-02T10:00:00.000Z","2.807","0"
"2025-05-02T11:00:00.000Z","1.05","0"
"2025-05-02T12:00:00.000Z","0.754","0"
"2025-05-02T13:00:00.000Z","1.777","0"
"2025-05-02T14:00:00.000Z","1.365","0"
"2025-05-02T15:00:00.000Z","1.117","0"
"2025-05-02T16:00:00.000Z","2.139","0"
"2025-05-02T17:00:00.000Z","0.986","0"
"2025-05-02T18:00:00.000Z","5.11","0.008"
"2025-05-02T19:00:00.000Z","3.398","0.184"
"2025-05-02T20:00:00.000Z","5.326","0.324"
"2025-05-02T21:00:00.000Z","3.707","0.502"
"2025-05-02T22:00:00.000Z","1.961","0.81"
"2025-05-02T23:00:00.000Z","3.623","0.725"
"2025-05-03T00:00:00.000Z","2.47","0.882"
"2025-05-03T01:00:00.000Z","2.982","1.044"
"2025-05-03T02:00:00.000Z","2.402","0.564"
"2025-05-03T03:00:00.000Z","3.198","0.402"
"2025-05-03T04:00:00.000Z","2.513","0.258"
"2025-05-03T05:00:00.000Z","3.457","0.104"
"2025-05-03T06:00:00.000Z","4.26","0.004"
"2025-05-03T07:00:00.000Z","1.952","0"
"2025-05-03T08:00:00.000Z","6.169","0"
"2025-05-03T09:00:00.000Z","7.298","0"
"2025-05-03T10:00:00.000Z","7.465","0"
"2025-05-03T11:00:00.000Z","1.538","0"
"2025-05-03T12:00:00.000Z","1.433","0"
"2025-05-03T13:00:00.000Z","1.091","0"
"2025-05-03T14:00:00.000Z","1.769","0"
"2025-05-03T15:00:00.000Z","0.895","0"
"2025-05-03T16:00:00.000Z","1.996","0"
"2025-05-03T17:00:00.000Z","1.467","0"
"2025-05-03T18:00:00.000Z","5.242","0.016"
"2025-05-03T19:00:00.000Z","3.615","0.225"
"2025-05-03T20:00:00.000Z","5.873","0.369"
"2025-05-03T21:00:00.000Z","3.987","0.85"
"2025-05-03T22:00:00.000Z","1.18","2.638"
"2025-05-03T23:00:00.000Z","4.075","2.875"
"2025-05-04T00:00:00.000Z","0.912","3.924"
"2025-05-04T01:00:00.000Z","1.901","4.255"
"2025-05-04T02:00:00.000Z","1.047","3.343"
"2025-05-04T03:00:00.000Z","2.754","1.505"
"2025-05-04T04:00:00.000Z","3.115","0.475"
"2025-05-04T05:00:00.000Z","1.987","0.141"
"2025-05-04T06:00:00.000Z","1.511","0.006"
"2025-05-04T07:00:00.000Z","2.392","0"
"2025-05-04T08:00:00.000Z","2.787","0"
"2025-05-04T09:00:00.000Z","5.836","0"
"2025-05-04T10:00:00.000Z","3.854","0"
"2025-05-04T11:00:00.000Z","2.658","0"
"2025-05-04T12:00:00.000Z","2.568","0"
"2025-05-04T13:00:00.000Z","2.347","0"
"2025-05-04T14:00:00.000Z","2.051","0"
"2025-05-04T15:00:00.000Z","1.024","0"
"2025-05-04T16:00:00.000Z","0.664","0"
"2025-05-04T17:00:00.000Z","2.262","0"
"2025-05-04T18:00:00.000Z","4.409","0.014"
"2025-05-04T19:00:00.000Z","3.366","0.211"
"2025-05-04T20:00:00.000Z","4.123","0.654"
"2025-05-04T21:00:00.000Z","4.949","0.947"
"2025-05-04T22:00:00.000Z","4.192","1.676"
"2025-05-04T23:00:00.000Z","0.948","1.888"
"2025-05-05T00:00:00.000Z","1.567","2.482"
"2025-05-05T01:00:00.000Z","2.068","3.26"
"2025-05-05T02:00:00.000Z","1.852","2.342"
"2025-05-05T03:00:00.000Z","2.694","2.347"
"2025-05-05T04:00:00.000Z","1.624","1.129"
"2025-05-05T05:00:00.000Z","2.751","0.143"
"2025-05-05T06:00:00.000Z","1.556","0.005"
"2025-05-05T07:00:00.000Z","3.183","0"
"2025-05-05T08:00:00.000Z","5.129","0"
"2025-05-05T09:00:00.000Z","5.223","0"
"2025-05-05T10:00:00.000Z","3.761","0"
"2025-05-05T11:00:00.000Z","2.937","0"
"2025-05-05T12:00:00.000Z","3.034","0"
"2025-05-05T13:00:00.000Z","4.051","0"
"2025-05-05T14:00:00.000Z","3.043","0"
"2025-05-05T15:00:00.000Z","4.418","0"
"2025-05-05T16:00:00.000Z","3.099","0"
"2025-05-05T17:00:00.000Z","4.63","0"
"2025-05-05T18:00:00.000Z","4.807","0.017"
"2025-05-05T19:00:00.000Z","7.008","0.209"
"2025-05-05T20:00:00.000Z","4.463","0.344"
"2025-05-05T21:00:00.000Z","2.705","0.741"
"2025-05-05T22:00:00.000Z","0.867","2.226"
"2025-05-05T23:00:00.000Z","0.686","4.064"
"2025-05-06T00:00:00.000Z","0.633","4.558"
"2025-05-06T01:00:00.000Z","0.749","4.239"
"2025-05-06T02:00:00.000Z","0.745","3.454"
"2025-05-06T03:00:00.000Z","0.993","2.386"
"2025-05-06T04:00:00.000Z","4.882","1.192"
"2025-05-06T05:00:00.000Z","2.528","0.19"
"2025-05-06T06:00:00.000Z","2.119","0.005"
"2025-05-06T07:00:00.000Z","3.637","0"
"2025-05-06T08:00:00.000Z","6.165","0"
"2025-05-06T09:00:00.000Z","6.035","0"
"2025-05-06T10:00:00.000Z","4.451","0"
"2025-05-06T11:00:00.000Z","2.914","0"
"2025-05-06T12:00:00.000Z","2.768","0"
"2025-05-06T13:00:00.000Z","3.918","0"
"2025-05-06T14:00:00.000Z","3.407","0"
"2025-05-06T15:00:00.000Z","2.236","0"
"2025-05-06T16:00:00.000Z","2.493","0"
"2025-05-06T17:00:00.000Z","1.442","0"
"2025-05-06T18:00:00.000Z","6.492","0.016"
"2025-05-06T19:00:00.000Z","7.779","0.235"
"2025-05-06T20:00:00.000Z","4.127","0.542"
"2025-05-06T21:00:00.000Z","2.78","1.325"
"2025-05-06T22:00:00.000Z","0.837","2.539"
"2025-05-06T23:00:00.000Z","0.736","3.515"
"2025-05-07T00:00:00.000Z","0.666","3.402"
"2025-05-07T01:00:00.000Z","0.824","1.405"
"2025-05-07T02:00:00.000Z","0.873","1.012"
"2025-05-07T03:00:00.000Z","4.007","1.382"
"2025-05-07T04:00:00.000Z","2.541","0.713"
"2025-05-07T05:00:00.000Z","2.106","0.128"
"2025-05-07T06:00:00.000Z","3.845","0.005"
"2025-05-07T07:00:00.000Z","1.279","0"
"2025-05-07T08:00:00.000Z","3.555","0"
"2025-05-07T09:00:00.000Z","5.963","0"
"2025-05-07T10:00:00.000Z","7.304","0"
"2025-05-07T11:00:00.000Z","5.14","0"
"2025-05-07T12:00:00.000Z","4.154","0"
"2025-05-07T13:00:00.000Z","2.877","0"
"2025-05-07T14:00:00.000Z","2.585","0"
"2025-05-07T15:00:00.000Z","2.366","0"
"2025-05-07T16:00:00.000Z","0.719","0"
"2025-05-07T17:00:00.000Z","0.928","0"
"2025-05-07T18:00:00.000Z","3.888","0.012"
"2025-05-07T19:00:00.000Z","1.953","0.184"
"2025-05-07T20:00:00.000Z","2.733","0.467"
"2025-05-07T21:00:00.000Z","2.482","1.07"
"2025-05-07T22:00:00.000Z","1.984","1.09"
"2025-05-07T23:00:00.000Z","1.38","1.354"
"2025-05-08T00:00:00.000Z","0.973","1.39"
"2025-05-08T01:00:00.000Z","0.818","2.058"
"2025-05-08T02:00:00.000Z","0.989","2.135"
"2025-05-08T03:00:00.000Z","4.799","2.065"
"2025-05-08T04:00:00.000Z","1.902","0.629"
"2025-05-08T05:00:00.000Z","3.582","0.166"
"2025-05-08T06:00:00.000Z","3.079","0.001"
"2025-05-08T07:00:00.000Z","1.747","0"
"2025-05-08T08:00:00.000Z","2.614","0"
"2025-05-08T09:00:00.000Z","6.622","0"
"2025-05-08T10:00:00.000Z","4.273","0"
"2025-05-08T11:00:00.000Z","2.61","0"
"2025-05-08T12:00:00.000Z","2.531","0"
"2025-05-08T13:00:00.000Z","2.558","0"
"2025-05-08T14:00:00.000Z","2.496","0"
"2025-05-08T15:00:00.000Z","2.51","0"
"2025-05-08T16:00:00.000Z","0.946","0"
"2025-05-08T17:00:00.000Z","1.781","0"
"2025-05-08T18:00:00.000Z","1.38","0.004"
"2025-05-08T19:00:00.000Z","4.266","0.178"
"2025-05-08T20:00:00.000Z","3.197","0.409"
"2025-05-08T21:00:00.000Z","1.86","0.752"
"2025-05-08T22:00:00.000Z","0.822","2.998"
"2025-05-08T23:00:00.000Z","1.199","4.303"
"2025-05-09T00:00:00.000Z","0.829","4.331"
"2025-05-09T01:00:00.000Z","1.143","4.059"
"2025-05-09T02:00:00.000Z","0.859","3.278"
"2025-05-09T03:00:00.000Z","0.713","2.241"
"2025-05-09T04:00:00.000Z","1.433","0.838"
"2025-05-09T05:00:00.000Z","2.079","0.103"
"2025-05-09T06:00:00.000Z","2.092","0"
"2025-05-09T07:00:00.000Z","1.237","0"
"2025-05-09T08:00:00.000Z","1.613","0"
"2025-05-09T09:00:00.000Z","4.815","0"
"2025-05-09T10:00:00.000Z","4.942","0"
"2025-05-09T11:00:00.000Z","3.928","0"
"2025-05-09T12:00:00.000Z","2.554","0"
"2025-05-09T13:00:00.000Z","2.543","0"
"2025-05-09T14:00:00.000Z","2.474","0"
"2025-05-09T15:00:00.000Z","2.537","0"
"2025-05-09T16:00:00.000Z","2.504","0"
"2025-05-09T17:00:00.000Z","2.412","0"
"2025-05-09T18:00:00.000Z","2.762","0.001"
"2025-05-09T19:00:00.000Z","2.13","0.15"
"2025-05-09T20:00:00.000Z","2.446","0.394"
"2025-05-09T21:00:00.000Z","2.311","0.718"
"2025-05-09T22:00:00.000Z","1.363","0.868"
"2025-05-09T23:00:00.000Z","1.477","1.014"
"2025-05-10T00:00:00.000Z","1.463","0.859"
"2025-05-10T01:00:00.000Z","1.522","0.455"
"2025-05-10T02:00:00.000Z","1.534","0.384"
"2025-05-10T03:00:00.000Z","3.355","0.272"
"2025-05-10T04:00:00.000Z","1.363","0.18"
"2025-05-10T05:00:00.000Z","2.038","0.122"
"2025-05-10T06:00:00.000Z","2.252","0.003"
"2025-05-10T07:00:00.000Z","1.293","0"
"2025-05-10T08:00:00.000Z","2.251","0"
"2025-05-10T09:00:00.000Z","1.903","0"
"2025-05-10T10:00:00.000Z","1.13","0"
"2025-05-10T11:00:00.000Z","0.716","0"
"2025-05-10T12:00:00.000Z","1.113","0"
"2025-05-10T13:00:00.000Z","0.649","0"
"2025-05-10T14:00:00.000Z","0.674","0"
"2025-05-10T15:00:00.000Z","0.678","0"
"2025-05-10T16:00:00.000Z","0.654","0"
"2025-05-10T17:00:00.000Z","1.073","0"
"2025-05-10T18:00:00.000Z","2.247","0.002"
"2025-05-10T19:00:00.000Z","5.383","0.179"
"2025-05-10T20:00:00.000Z","2.558","0.311"
"2025-05-10T21:00:00.000Z","3.314","0.596"
"2025-05-10T22:00:00.000Z","1.793","2.439"
"2025-05-10T23:00:00.000Z","0.876","4.299"
"2025-05-11T00:00:00.000Z","0.805","4.312"
"2025-05-11T01:00:00.000Z","2.226","4.027"
"2025-05-11T02:00:00.000Z","2.998","3.244"
"2025-05-11T03:00:00.000Z","3.033","2.218"
"2025-05-11T04:00:00.000Z","1.475","0.826"
"2025-05-11T05:00:00.000Z","1.186","0.139"
"2025-05-11T06:00:00.000Z","1.172","0.001"
"2025-05-11T07:00:00.000Z","1.065","0"
"2025-05-11T08:00:00.000Z","2.719","0"
"2025-05-11T09:00:00.000Z","5.324","0"
"2025-05-11T10:00:00.000Z","4.908","0"
"2025-05-11T11:00:00.000Z","2.89","0"
"2025-05-11T12:00:00.000Z","2.444","0"
"2025-05-11T13:00:00.000Z","1.164","0"
"2025-05-11T14:00:00.000Z","0.975","0"
"2025-05-11T15:00:00.000Z","2.465","0"
"2025-05-11T16:00:00.000Z","1.905","0"
"2025-05-11T17:00:00.000Z","2.302","0"
"2025-05-11T18:00:00.000Z","2.813","0.005"
"2025-05-11T19:00:00.000Z","6.474","0.18"
"2025-05-11T20:00:00.000Z","5.067","0.55"
"2025-05-11T21:00:00.000Z","4.979","0.831"
"2025-05-11T22:00:00.000Z","1.58","2.134"
"2025-05-11T23:00:00.000Z","1.849","3.08"
"2025-05-12T00:00:00.000Z","1.592","3.592"
"2025-05-12T01:00:00.000Z","1.134","3.852"
"2025-05-12T02:00:00.000Z","1.166","3.186"
"2025-05-12T03:00:00.000Z","1.2","2.175"
"2025-05-12T04:00:00.000Z","1.205","1.019"
"2025-05-12T05:00:00.000Z","1.556","0.145"
"2025-05-12T06:00:00.000Z","1.903","0.001"
"2025-05-12T07:00:00.000Z","1.323","0"
"2025-05-12T08:00:00.000Z","2.468","0"
"2025-05-12T09:00:00.000Z","4.572","0"
"2025-05-12T10:00:00.000Z","7.234","0"
"2025-05-12T11:00:00.000Z","4.543","0"
"2025-05-12T12:00:00.000Z","3.938","0"
"2025-05-12T13:00:00.000Z","3.609","0"
"2025-05-12T14:00:00.000Z","3.163","0"
"2025-05-12T15:00:00.000Z","3.961","0"
"2025-05-12T16:00:00.000Z","1.28","0"
"2025-05-12T17:00:00.000Z","2.307","0"
"2025-05-12T18:00:00.000Z","3.291","0.004"
"2025-05-12T19:00:00.000Z","6.833","0.182"
"2025-05-12T20:00:00.000Z","4.619","0.43"
"2025-05-12T21:00:00.000Z","4.769","0.711"
"2025-05-12T22:00:00.000Z","1.649","2.384"
"2025-05-12T23:00:00.000Z","1.229","4.152"
"2025-05-13T00:00:00.000Z","1.237","3.177"
"2025-05-13T01:00:00.000Z","1.422","3.967"
"2025-05-13T02:00:00.000Z","2.88","3.086"
"2025-05-13T03:00:00.000Z","1.545","2.149"
"2025-05-13T04:00:00.000Z","1.476","0.715"
"2025-05-13T05:00:00.000Z","1.669","0.115"
"2025-05-13T06:00:00.000Z","1.572","0"
"2025-05-13T07:00:00.000Z","1.738","0"
"2025-05-13T08:00:00.000Z","1.993","0"
"2025-05-13T09:00:00.000Z","3.522","0"
"2025-05-13T10:00:00.000Z","3.688","0"
"2025-05-13T11:00:00.000Z","1.493","0"
"2025-05-13T12:00:00.000Z","0.958","0"
"2025-05-13T13:00:00.000Z","1.822","0"
"2025-05-13T14:00:00.000Z","1.019","0"
"2025-05-13T15:00:00.000Z","0.885","0"
"2025-05-13T16:00:00.000Z","0.853","0"
"2025-05-13T17:00:00.000Z","1.147","0"
"2025-05-13T18:00:00.000Z","4.678","0.004"
"2025-05-13T19:00:00.000Z","3.643","0.232"
"2025-05-13T20:00:00.000Z","3.133","0.503"
"2025-05-13T21:00:00.000Z","3.52","0.735"
"2025-05-13T22:00:00.000Z","1.132","2.475"
"2025-05-13T23:00:00.000Z","0.862","3.33"
"2025-05-14T00:00:00.000Z","1.166","3.623"
"2025-05-14T01:00:00.000Z","1.675","1.97"
"2025-05-14T02:00:00.000Z","1.31","0.923"
"2025-05-14T03:00:00.000Z","1.712","0.421"
"2025-05-14T04:00:00.000Z","1.605","0.268"
"2025-05-14T05:00:00.000Z","3.559","0.102"
"2025-05-14T06:00:00.000Z","1.737","0"
"2025-05-14T07:00:00.000Z","1.304","0"
"2025-05-14T08:00:00.000Z","2.441","0"
"2025-05-14T09:00:00.000Z","6.108","0"
"2025-05-14T10:00:00.000Z","5.346","0"
"2025-05-14T11:00:00.000Z","4.546","0"
"2025-05-14T12:00:00.000Z","4.483","0"
"2025-05-14T13:00:00.000Z","3.282","0"
"2025-05-14T14:00:00.000Z","2.523","0"
"2025-05-14T15:00:00.000Z","3.362","0"
"2025-05-14T16:00:00.000Z","2.528","0"
"2025-05-14T17:00:00.000Z","1.482","0"
"2025-05-14T18:00:00.000Z","5.385","0.002"
"2025-05-14T19:00:00.000Z","4.487","0.181"
"2025-05-14T20:00:00.000Z","3.109","0.448"
"2025-05-14T21:00:00.000Z","5.643","0.796"
"2025-05-14T22:00:00.000Z","3.37","2.021"
"2025-05-14T23:00:00.000Z","4.641","2.854"
"2025-05-15T00:00:00.000Z","3.586","3.675"
"2025-05-15T01:00:00.000Z","2.22","2.873"
"2025-05-15T02:00:00.000Z","0.889","2.056"
"2025-05-15T03:00:00.000Z","2.642","1.219"
"2025-05-15T04:00:00.000Z","1.62","0.506"
"2025-05-15T05:00:00.000Z","3.997","0.108"
"2025-05-15T06:00:00.000Z","1.687","0"
"2025-05-15T07:00:00.000Z","1.817","0"
"2025-05-15T08:00:00.000Z","4.743","0"
"2025-05-15T09:00:00.000Z","6.699","0"
"2025-05-15T10:00:00.000Z","5.459","0"
"2025-05-15T11:00:00.000Z","3.221","0"
"2025-05-15T12:00:00.000Z","2.29","0"
"2025-05-15T13:00:00.000Z","1.075","0"
"2025-05-15T14:00:00.000Z","1.186","0"
"2025-05-15T15:00:00.000Z","1.771","0"
"2025-05-15T16:00:00.000Z","1.001","0"
"2025-05-15T17:00:00.000Z","1.098","0"
"2025-05-15T18:00:00.000Z","5.655","0.001"
"2025-05-15T19:00:00.000Z","4.645","0.175"
"2025-05-15T20:00:00.000Z","2.816","0.548"
"2025-05-15T21:00:00.000Z","3.965","0.867"
"2025-05-15T22:00:00.000Z","1.641","2.422"
"2025-05-15T23:00:00.000Z","0.616","4.046"
"2025-05-16T00:00:00.000Z","0.544","4.402"
"2025-05-16T01:00:00.000Z","0.576","3.856"
"2025-05-16T02:00:00.000Z","1.537","3.112"
"2025-05-16T03:00:00.000Z","0.904","2.079"
"2025-05-16T04:00:00.000Z","2.156","0.907"
"2025-05-16T05:00:00.000Z","1.022","0.105"
"2025-05-16T06:00:00.000Z","0.9","0"
"2025-05-16T07:00:00.000Z","0.955","0"
"2025-05-16T08:00:00.000Z","0.982","0"
"2025-05-16T09:00:00.000Z","6.96","0"
"2025-05-16T10:00:00.000Z","6.086","0"
"2025-05-16T11:00:00.000Z","4.551","0"
"2025-05-16T12:00:00.000Z","4.234","0"
"2025-05-16T13:00:00.000Z","2.842","0"
"2025-05-16T14:00:00.000Z","3.742","0"
"2025-05-16T15:00:00.000Z","2.729","0"
"2025-05-16T16:00:00.000Z","2.697","0"
"2025-05-16T17:00:00.000Z","1.951","0"
"2025-05-16T18:00:00.000Z","5.569","0.002"
"2025-05-16T19:00:00.000Z","6.058","0.167"
"2025-05-16T20:00:00.000Z","4.299","0.299"
"2025-05-16T21:00:00.000Z","1.844","0.686"
"2025-05-16T22:00:00.000Z","1.278","2.214"
"2025-05-16T23:00:00.000Z","2.076","3.996"
"2025-05-17T00:00:00.000Z","0.973","4.058"
"2025-05-17T01:00:00.000Z","1.107","3.743"
"2025-05-17T02:00:00.000Z","2.209","2.808"
"2025-05-17T03:00:00.000Z","1.306","2.09"
"2025-05-17T04:00:00.000Z","1.619","0.968"
"2025-05-17T05:00:00.000Z","1.675","0.12"
"2025-05-17T06:00:00.000Z","2.882","0"
"2025-05-17T07:00:00.000Z","1.501","0"
"2025-05-17T08:00:00.000Z","2.309","0"
"2025-05-17T09:00:00.000Z","6.034","0"
"2025-05-17T10:00:00.000Z","3.915","0"
"2025-05-17T11:00:00.000Z","0.954","0"
"2025-05-17T12:00:00.000Z","0.98","0"
"2025-05-17T13:00:00.000Z","0.888","0"
"2025-05-17T14:00:00.000Z","0.941","0"
"2025-05-17T15:00:00.000Z","1.949","0"
"2025-05-17T16:00:00.000Z","0.907","0"
"2025-05-17T17:00:00.000Z","0.921","0"
"2025-05-17T18:00:00.000Z","0.955","0.001"
"2025-05-17T19:00:00.000Z","3.053","0.145"
"2025-05-17T20:00:00.000Z","2.948","0.486"
"2025-05-17T21:00:00.000Z","3.978","1.056"
"2025-05-17T22:00:00.000Z","2.938","1.27"
"2025-05-17T23:00:00.000Z","2.444","3.812"
"2025-05-18T00:00:00.000Z","3.378","2.223"
"2025-05-18T01:00:00.000Z","4.509","2.939"
"2025-05-18T02:00:00.000Z","1.396","1.356"
"2025-05-18T03:00:00.000Z","5.232","0.672"
"2025-05-18T04:00:00.000Z","5.15","0.522"
"2025-05-18T05:00:00.000Z","1.71","0.08"
"2025-05-18T06:00:00.000Z","1.402","0"
"2025-05-18T07:00:00.000Z","2.351","0"
"2025-05-18T08:00:00.000Z","3.307","0"
"2025-05-18T09:00:00.000Z","7.486","0"
"2025-05-18T10:00:00.000Z","8.815","0"
"2025-05-18T11:00:00.000Z","7.393","0"
"2025-05-18T12:00:00.000Z","2.573","0"
"2025-05-18T13:00:00.000Z","0.967","0"
"2025-05-18T14:00:00.000Z","0.909","0"
"2025-05-18T15:00:00.000Z","0.937","0"
"2025-05-18T16:00:00.000Z","0.924","0"
"2025-05-18T17:00:00.000Z","0.93","0"
"2025-05-18T18:00:00.000Z","2.098","0"
"2025-05-18T19:00:00.000Z","2.819","0.077"
"2025-05-18T20:00:00.000Z","1.441","0.19"
"2025-05-18T21:00:00.000Z","3.631","0.283"
"2025-05-18T22:00:00.000Z","5.25","0.454"
"2025-05-18T23:00:00.000Z","2.421","0.549"
"2025-05-19T00:00:00.000Z","1.491","0.405"
"2025-05-19T01:00:00.000Z","1.469","0.32"
"2025-05-19T02:00:00.000Z","1.414","0.322"
"2025-05-19T03:00:00.000Z","1.849","0.572"
"2025-05-19T04:00:00.000Z","1.594","0.617"
"2025-05-19T05:00:00.000Z","2.229","0.079"
"2025-05-19T06:00:00.000Z","3.119","0"
"2025-05-19T07:00:00.000Z","1.224","0"
"2025-05-19T08:00:00.000Z","1.81","0"
"2025-05-19T09:00:00.000Z","6.414","0"
"2025-05-19T10:00:00.000Z","8.245","0"
"2025-05-19T11:00:00.000Z","2.534","0"
"2025-05-19T12:00:00.000Z","0.748","0"
"2025-05-19T13:00:00.000Z","0.721","0"
"2025-05-19T14:00:00.000Z","0.745","0"
"2025-05-19T15:00:00.000Z","0.676","0"
"2025-05-19T16:00:00.000Z","1.808","0"
"2025-05-19T17:00:00.000Z","0.915","0"
"2025-05-19T18:00:00.000Z","5.48","0"
"2025-05-19T19:00:00.000Z","8.761","0.169"
"2025-05-19T20:00:00.000Z","5.985","0.5"
"2025-05-19T21:00:00.000Z","2.673","1.06"
"2025-05-19T22:00:00.000Z","1.472","1.246"
"2025-05-19T23:00:00.000Z","1.492","0.757"
"2025-05-20T00:00:00.000Z","1.522","0.775"
"2025-05-20T01:00:00.000Z","2.126","0.812"
"2025-05-20T02:00:00.000Z","1.902","1.164"
"2025-05-20T03:00:00.000Z","1.3","1.275"
"2025-05-20T04:00:00.000Z","6.675","0.568"
"2025-05-20T05:00:00.000Z","2.687","0.094"
"2025-05-20T06:00:00.000Z","4.354","0"
"2025-05-20T07:00:00.000Z","3.007","0"
"2025-05-20T08:00:00.000Z","5.415","0"
"2025-05-20T09:00:00.000Z","7.799","0"
"2025-05-20T10:00:00.000Z","7.125","0"
"2025-05-20T11:00:00.000Z","5.04","0"
"2025-05-20T12:00:00.000Z","2.751","0"
"2025-05-20T13:00:00.000Z","4.172","0"
"2025-05-20T14:00:00.000Z","3.833","0"
"2025-05-20T15:00:00.000Z","4.115","0"
"2025-05-20T16:00:00.000Z","4.246","0"
"2025-05-20T17:00:00.000Z","2.129","0"
"2025-05-20T18:00:00.000Z","5.835","0"
"2025-05-20T19:00:00.000Z","6.513","0.167"
"2025-05-20T20:00:00.000Z","3.729","0.429"
"2025-05-20T21:00:00.000Z","2.869","0.844"
"2025-05-20T22:00:00.000Z","0.884","1.913"
"2025-05-20T23:00:00.000Z","0.783","2.675"
"2025-05-21T00:00:00.000Z","0.787","3.974"
"2025-05-21T01:00:00.000Z","1.635","3.686"
"2025-05-21T02:00:00.000Z","0.818","2.993"
"2025-05-21T03:00:00.000Z","0.917","2.031"
"2025-05-21T04:00:00.000Z","1.171","0.841"
"2025-05-21T05:00:00.000Z","1.27","0.102"
"2025-05-21T06:00:00.000Z","1.14","0"
"2025-05-21T07:00:00.000Z","2.63","0"
"2025-05-21T08:00:00.000Z","5.196","0"
"2025-05-21T09:00:00.000Z","4.512","0"
"2025-05-21T10:00:00.000Z","3.513","0"
"2025-05-21T11:00:00.000Z","2.706","0"
"2025-05-21T12:00:00.000Z","3.637","0"
"2025-05-21T13:00:00.000Z","2.73","0"
"2025-05-21T14:00:00.000Z","2.672","0"
"2025-05-21T15:00:00.000Z","3.479","0"
"2025-05-21T16:00:00.000Z","3.362","0"
"2025-05-21T17:00:00.000Z","2.79","0"
"2025-05-21T18:00:00.000Z","7.079","0"
"2025-05-21T19:00:00.000Z","6.133","0.161"
"2025-05-21T20:00:00.000Z","5.635","0.371"
"2025-05-21T21:00:00.000Z","5.847","0.762"
"2025-05-21T22:00:00.000Z","3.754","1.955"
"2025-05-21T23:00:00.000Z","1.323","3.567"
"2025-05-22T00:00:00.000Z","1.318","2.52"
"2025-05-22T01:00:00.000Z","1.066","3.772"
"2025-05-22T02:00:00.000Z","1.189","2.977"
"2025-05-22T03:00:00.000Z","1.241","1.991"
"2025-05-22T04:00:00.000Z","2.039","0.555"
"2025-05-22T05:00:00.000Z","2.168","0.093"
"2025-05-22T06:00:00.000Z","2.322","0"
"2025-05-22T07:00:00.000Z","2.47","0"
"2025-05-22T08:00:00.000Z","2.966","0"
"2025-05-22T09:00:00.000Z","4.326","0"
"2025-05-22T10:00:00.000Z","6.242","0"
"2025-05-22T11:00:00.000Z","1.716","0"
"2025-05-22T12:00:00.000Z","1.039","0"
"2025-05-22T13:00:00.000Z","1.014","0"
"2025-05-22T14:00:00.000Z","0.994","0"
"2025-05-22T15:00:00.000Z","3.085","0"
"2025-05-22T16:00:00.000Z","1.551","0"
"2025-05-22T17:00:00.000Z","1.098","0"
"2025-05-22T18:00:00.000Z","6.226","0"
"2025-05-22T19:00:00.000Z","7.171","0.169"
"2025-05-22T20:00:00.000Z","3.703","0.43"
"2025-05-22T21:00:00.000Z","3.094","1.139"
"2025-05-22T22:00:00.000Z","0.877","1.725"
"2025-05-22T23:00:00.000Z","0.875","2.296"
"2025-05-23T00:00:00.000Z","0.737","3.44"
"2025-05-23T01:00:00.000Z","1.573","3.922"
"2025-05-23T02:00:00.000Z","0.824","2.959"
"2025-05-23T03:00:00.000Z","0.998","1.828"
"2025-05-23T04:00:00.000Z","1.13","0.502"
"2025-05-23T05:00:00.000Z","1.128","0.089"
"2025-05-23T06:00:00.000Z","1.072","0"
"2025-05-23T07:00:00.000Z","3.861","0"
"2025-05-23T08:00:00.000Z","1.478","0"
"2025-05-23T09:00:00.000Z","5.934","0"
"2025-05-23T10:00:00.000Z","7.832","0"
"2025-05-23T11:00:00.000Z","5.823","0"
"2025-05-23T12:00:00.000Z","2.97","0"
"2025-05-23T13:00:00.000Z","2.875","0"
"2025-05-23T14:00:00.000Z","2.957","0"
"2025-05-23T15:00:00.000Z","3.287","0"
"2025-05-23T16:00:00.000Z","4.705","0"
"2025-05-23T17:00:00.000Z","1.193","0"
"2025-05-23T18:00:00.000Z","5.636","0"
"2025-05-23T19:00:00.000Z","5.556","0.142"
