"timestamp","sensor.sigen_consumed_power","sensor.sigen_ess_charge_discharge_power","sensor.sigen_grid_sensor_export_power","sensor.sigen_grid_sensor_import_power","sensor.sigen_pv_power"
"2025-09-17T09:41:00.000Z","4.275",,,"4.275",
"2025-09-17T09:42:00.000Z","4.096",,,"4.096",
"2025-09-17T09:43:00.000Z","4.034",,,"4.034",
"2025-09-17T09:44:00.000Z","4.041",,,"4.041",
"2025-09-17T09:45:00.000Z","4.039",,,"4.039",
"2025-09-17T09:46:00.000Z","4.039",,,"4.039",
"2025-09-17T09:47:00.000Z","4.037",,,"4.037",
"2025-09-17T09:48:00.000Z","4.035",,,"4.035",
"2025-09-17T09:49:00.000Z","4.036",,,"4.036",
"2025-09-17T09:50:00.000Z","4.033",,,"4.033",
"2025-09-17T09:51:00.000Z","4.047",,,"4.047",
"2025-09-17T09:52:00.000Z","4.053",,,"4.053",
"2025-09-17T09:53:00.000Z","4.052",,,"4.052",
"2025-09-17T09:54:00.000Z","4.056",,,"4.056",
"2025-09-17T09:55:00.000Z","4.056",,,"4.056",
"2025-09-17T09:56:00.000Z","4.144",,,"4.144",
"2025-09-17T09:57:00.000Z","4.104",,,"4.104",
"2025-09-17T09:58:00.000Z","4.055",,,"4.055",
"2025-09-17T09:59:00.000Z","4.056",,,"4.056",
"2025-09-17T10:00:00.000Z","4.075",,,"4.075",
"2025-09-17T10:01:00.000Z","4.077",,,"4.077",
"2025-09-17T10:02:00.000Z","4.087",,,"4.087",
"2025-09-17T10:03:00.000Z","4.069",,,"4.069",
"2025-09-17T10:04:00.000Z","4.059",,,"4.059",
"2025-09-17T10:05:00.000Z","4.054",,,"4.054",
"2025-09-17T10:06:00.000Z","4.071",,,"4.071",
"2025-09-17T10:07:00.000Z","4.088",,,"4.088",
"2025-09-17T10:08:00.000Z","4.089",,,"4.089",
"2025-09-17T10:09:00.000Z","3.83",,,"3.83",
"2025-09-17T10:10:00.000Z","3.041",,,"3.041",
"2025-09-17T10:11:00.000Z","3.042",,,"3.042",
"2025-09-17T10:12:00.000Z","3.138",,,"3.138",
"2025-09-17T10:13:00.000Z","3.096",,,"3.096",
"2025-09-17T10:14:00.000Z","3.043",,,"3.043",
"2025-09-17T10:15:00.000Z","3.04",,,"3.04",
"2025-09-17T10:16:00.000Z","3.027",,,"3.027",
"2025-09-17T10:17:00.000Z","2.977",,,"2.977",
"2025-09-17T10:18:00.000Z","2.95",,,"2.95",
"2025-09-17T10:19:00.000Z","2.995",,,"2.995",
"2025-09-17T10:20:00.000Z","2.913",,,"2.913",
"2025-09-17T10:21:00.000Z","2.919",,,"2.919",
"2025-09-17T10:22:00.000Z","2.927",,,"2.927",
"2025-09-17T10:23:00.000Z","2.856",,,"2.856",
"2025-09-17T10:24:00.000Z","2.836",,,"2.836",
"2025-09-17T10:25:00.000Z","2.829",,,"2.829",
"2025-09-17T10:26:00.000Z","2.833",,,"2.833",
"2025-09-17T10:27:00.000Z","2.831",,,"2.831",
"2025-09-17T10:28:00.000Z","2.925",,,"2.925",
"2025-09-17T10:29:00.000Z","2.873",,,"2.873",
"2025-09-17T10:30:00.000Z","2.843",,,"2.843",
"2025-09-17T10:31:00.000Z","2.845",,,"2.845",
"2025-09-17T10:32:00.000Z","2.849",,,"2.849",
"2025-09-17T10:33:00.000Z","2.851",,,"2.851",
"2025-09-17T10:34:00.000Z","2.858",,,"2.858",
"2025-09-17T10:35:00.000Z","2.858",,,"2.858",
"2025-09-17T10:36:00.000Z","2.852",,,"2.852",
"2025-09-17T10:37:00.000Z","2.833",,,"2.833",
"2025-09-17T10:38:00.000Z","2.833",,,"2.833",
"2025-09-17T10:39:00.000Z","2.826",,,"2.826",
"2025-09-17T10:40:00.000Z","2.829",,,"2.829",
"2025-09-17T10:41:00.000Z","2.822",,,"2.822",
"2025-09-17T10:42:00.000Z","2.82",,,"2.82",
"2025-09-17T10:43:00.000Z","2.818",,,"2.818",
"2025-09-17T10:44:00.000Z","2.899",,,"2.899",
"2025-09-17T10:45:00.000Z","2.861",,,"2.861",
"2025-09-17T10:46:00.000Z","2.823",,,"2.823",
"2025-09-17T10:47:00.000Z","2.825",,,"2.825",
"2025-09-17T10:48:00.000Z","2.825",,,"2.825",
"2025-09-17T10:49:00.000Z","2.824",,,"2.824",
"2025-09-17T10:50:00.000Z","2.821",,,"2.821",
"2025-09-17T10:51:00.000Z","2.823",,,"2.823",
"2025-09-17T10:52:00.000Z","2.825",,,"2.825",
"2025-09-17T10:53:00.000Z","2.824",,,"2.824",
"2025-09-17T10:54:00.000Z","2.822",,,"2.822",
"2025-09-17T10:55:00.000Z","2.781",,,"2.781",
"2025-09-17T10:56:00.000Z","2.755",,,"2.755",
"2025-09-17T10:57:00.000Z","2.749",,,"2.749",
"2025-09-17T10:58:00.000Z","2.747",,,"2.747",
"2025-09-17T10:59:00.000Z","2.76",,,"2.76",
"2025-09-17T11:00:00.000Z","2.799",,,"2.799",
"2025-09-17T11:01:00.000Z","2.743",,,"2.743",
"2025-09-17T11:02:00.000Z","2.706",,,"2.706",
"2025-09-17T11:03:00.000Z","2.717",,,"2.717",
"2025-09-17T11:04:00.000Z","2.735",,,"2.735",
"2025-09-17T11:05:00.000Z","2.74",,,"2.74",
"2025-09-17T11:06:00.000Z","2.754",,,"2.754",
"2025-09-17T11:07:00.000Z","2.752",,,"2.752",
"2025-09-17T11:08:00.000Z","2.75",,,"2.75",
"2025-09-17T11:09:00.000Z","2.746",,,"2.746",
"2025-09-17T11:10:00.000Z","2.75",,,"2.75",
"2025-09-17T11:11:00.000Z","2.75",,,"2.75",
"2025-09-17T11:12:00.000Z","2.38",,,"2.38",
"2025-09-17T11:13:00.000Z","0.733",,,"0.733",
"2025-09-17T11:14:00.000Z","0.726",,,"0.726",
"2025-09-17T11:15:00.000Z","0.726",,,"0.726",
"2025-09-17T11:16:00.000Z","0.826",,,"0.826",
"2025-09-17T11:17:00.000Z","0.765",,,"0.765",
"2025-09-17T11:18:00.000Z","0.98",,,"0.98",
"2025-09-17T11:19:00.000Z","2.744",,,"2.744",
"2025-09-17T11:20:00.000Z","2.759",,,"2.759",
"2025-09-17T11:21:00.000Z","2.764",,,"2.764",
"2025-09-17T11:22:00.000Z","2.763",,,"2.763",
"2025-09-17T11:23:00.000Z","2.766",,,"2.766",
"2025-09-17T11:24:00.000Z","2.772",,,"2.772",
"2025-09-17T11:25:00.000Z","2.772",,,"2.772",
"2025-09-17T11:26:00.000Z","2.792",,,"2.792",
"2025-09-17T11:27:00.000Z","2.784",,,"2.784",
"2025-09-17T11:28:00.000Z","2.77",,,"2.77",
"2025-09-17T11:29:00.000Z","2.775",,,"2.775",
"2025-09-17T11:30:00.000Z","2.773",,,"2.773",
"2025-09-17T11:31:00.000Z","2.766",,,"2.766",
"2025-09-17T11:32:00.000Z","2.88",,,"2.88",
"2025-09-17T11:33:00.000Z","2.903",,,"2.903",
"2025-09-17T11:34:00.000Z","2.86",,,"2.86",
"2025-09-17T11:35:00.000Z","2.856",,,"2.856",
"2025-09-17T11:36:00.000Z","2.851",,,"2.851",
"2025-09-17T11:37:00.000Z","2.851",,,"2.851",
"2025-09-17T11:38:00.000Z","2.857",,,"2.857",
"2025-09-17T11:39:00.000Z","2.854",,,"2.854",
"2025-09-17T11:40:00.000Z","2.848",,,"2.848",
"2025-09-17T11:41:00.000Z","2.852",,,"2.852",
"2025-09-17T11:42:00.000Z","2.793",,,"2.793",
"2025-09-17T11:43:00.000Z","2.792",,,"2.792",
"2025-09-17T11:44:00.000Z","2.793",,,"2.793",
"2025-09-17T11:45:00.000Z","2.795",,,"2.795",
"2025-09-17T11:46:00.000Z","2.798",,,"2.798",
"2025-09-17T11:47:00.000Z","2.792",,,"2.792",
"2025-09-17T11:48:00.000Z","2.886",,,"2.886",
"2025-09-17T11:49:00.000Z","2.833",,,"2.833",
"2025-09-17T11:50:00.000Z","2.825",,,"2.825",
"2025-09-17T11:51:00.000Z","2.836",,,"2.836",
"2025-09-17T11:52:00.000Z","2.844",,,"2.844",
"2025-09-17T11:53:00.000Z","2.774",,,"2.774",
"2025-09-17T11:54:00.000Z","2.641",,,"2.641",
"2025-09-17T11:55:00.000Z","2.541",,,"2.541",
"2025-09-17T11:56:00.000Z","2.482",,,"2.482",
"2025-09-17T11:57:00.000Z","2.398",,,"2.398",
"2025-09-17T11:58:00.000Z","2.353",,,"2.353",
"2025-09-17T11:59:00.000Z","2.286",,,"2.286",
